time,A,B,C
2021-08-14 03:00:00,14.1,18.2,14.1
2021-08-14 03:10:00,14.1,18.2,13.9
2021-08-14 03:20:00,14.2,18.2,13.5
2021-08-14 03:30:00,14.1,17.7,13.7
2021-08-14 03:40:00,14.1,17.9,13.7
2021-08-14 03:50:00,14.1,18.1,13.8
2021-08-14 04:00:00,14.2,18.3,13.7
2021-08-14 04:10:00,14.3,18.4,13.8
2021-08-14 04:20:00,14.2,18.5,13.8
2021-08-14 04:30:00,14.2,18.6,13.8
2021-08-14 04:40:00,14.3,18.8,13.9
2021-08-14 04:50:00,14.5,18.9,14.4
2021-08-14 05:00:00,14.5,18.8,14.6
2021-08-14 05:10:00,14.7,19.2,14.9
2021-08-14 05:20:00,14.7,19.6,15.3
2021-08-14 05:30:00,14.8,19.8,15.9
2021-08-14 05:40:00,15.0,20.1,16.4
2021-08-14 05:50:00,15.2,20.4,17.1
2021-08-14 06:00:00,15.3,20.7,17.4
2021-08-14 06:10:00,15.8,20.9,18.4
2021-08-14 06:20:00,16.2,21.7,20.0
2021-08-14 06:30:00,16.4,22.1,20.7
2021-08-14 06:40:00,16.6,22.1,20.7
2021-08-14 06:50:00,16.9,22.5,21.5
2021-08-14 07:00:00,17.5,22.7,22.4
2021-08-14 07:10:00,17.4,23.0,22.2
2021-08-14 07:20:00,17.4,23.3,22.0
2021-08-14 07:30:00,18.1,23.9,22.7
2021-08-14 07:40:00,17.9,23.5,22.8
2021-08-14 07:50:00,18.3,24.1,23.3
2021-08-14 08:00:00,18.5,24.5,23.7
2021-08-14 08:10:00,19.0,24.6,24.6
2021-08-14 08:20:00,19.1,25.3,24.1
2021-08-14 08:30:00,20.2,24.9,23.6
2021-08-14 08:40:00,20.3,25.2,24.3
2021-08-14 08:50:00,20.3,25.9,23.7
2021-08-14 09:00:00,20.4,26.0,24.5
2021-08-14 09:10:00,21.2,26.7,25.1
2021-08-14 09:20:00,21.8,27.0,25.3
2021-08-14 09:30:00,20.7,27.4,25.9
2021-08-14 09:40:00,21.3,27.2,25.8
2021-08-14 09:50:00,21.4,27.7,25.5
2021-08-14 10:00:00,21.6,27.5,25.4
2021-08-14 10:10:00,21.8,27.2,26.1
2021-08-14 10:20:00,21.8,27.4,26.9
2021-08-14 10:30:00,22.0,28.0,27.2
2021-08-14 10:40:00,21.5,28.0,27.6
2021-08-14 10:50:00,21.5,28.7,28.0
2021-08-14 11:00:00,21.7,28.8,28.3
2021-08-14 11:10:00,21.5,28.8,27.7
2021-08-14 11:20:00,22.1,28.6,28.7
2021-08-14 11:30:00,21.6,29.2,28.9
2021-08-14 11:40:00,21.5,29.1,28.8
2021-08-14 11:50:00,21.8,29.3,28.9
2021-08-14 12:00:00,22.0,29.1,29.1
2021-08-14 12:10:00,21.8,29.5,29.3
2021-08-14 12:20:00,21.9,29.2,28.6
2021-08-14 12:30:00,21.9,29.5,28.5
2021-08-14 12:40:00,22.4,29.7,29.1
2021-08-14 12:50:00,21.8,28.5,29.2
2021-08-14 13:00:00,22.1,29.6,29.2
2021-08-14 13:10:00,22.2,29.4,29.0
2021-08-14 13:20:00,22.8,30.1,29.1
2021-08-14 13:30:00,23.5,30.3,29.7
2021-08-14 13:40:00,22.8,30.1,30.1
2021-08-14 13:50:00,22.9,29.7,29.8
2021-08-14 14:00:00,22.3,30.0,30.0
2021-08-14 14:10:00,23.1,30.2,30.2
2021-08-14 14:20:00,23.1,29.5,30.0
2021-08-14 14:30:00,23.1,29.9,30.0
2021-08-14 14:40:00,23.3,30.7,29.3
2021-08-14 14:50:00,23.5,30.7,29.5
2021-08-14 15:00:00,23.7,29.6,29.7
2021-08-14 15:10:00,23.1,29.4,30.1
2021-08-14 15:20:00,22.2,29.6,30.0
2021-08-14 15:30:00,22.3,28.5,29.5
2021-08-14 15:40:00,22.2,28.9,29.7
2021-08-14 15:50:00,22.3,29.0,29.0
2021-08-14 16:00:00,22.2,28.6,29.4
2021-08-14 16:10:00,22.1,28.6,29.4
2021-08-14 16:20:00,22.2,28.5,29.1
2021-08-14 16:30:00,22.0,28.4,28.3
2021-08-14 16:40:00,21.6,28.2,27.8
2021-08-14 16:50:00,21.4,27.6,28.2
2021-08-14 17:00:00,21.3,27.5,27.5
2021-08-14 17:10:00,21.6,26.8,27.4
2021-08-14 17:20:00,21.1,26.1,26.9
2021-08-14 17:30:00,20.8,25.6,26.9
2021-08-14 17:40:00,20.4,25.1,26.9
2021-08-14 17:50:00,20.4,24.5,26.8
2021-08-14 18:00:00,20.0,24.2,26.0
2021-08-14 18:10:00,19.6,23.7,25.2
2021-08-14 18:20:00,19.4,23.4,24.8
2021-08-14 18:30:00,19.3,23.4,24.4
2021-08-14 18:40:00,19.1,23.0,23.8
2021-08-14 18:50:00,18.9,22.7,23.2
2021-08-14 19:00:00,18.4,22.1,22.6
2021-08-14 19:10:00,18.1,21.8,21.9
2021-08-14 19:20:00,17.2,21.5,21.3
2021-08-14 19:30:00,16.9,21.3,20.9
2021-08-14 19:40:00,16.2,21.0,20.5
2021-08-14 19:50:00,16.4,20.7,20.1
2021-08-14 20:00:00,15.5,20.6,19.7
2021-08-14 20:10:00,15.1,20.5,19.4
2021-08-14 20:20:00,15.0,20.3,19.0
2021-08-14 20:30:00,15.5,20.2,18.8
2021-08-14 20:40:00,15.3,20.1,18.4
2021-08-14 20:50:00,14.8,20.0,18.2
2021-08-14 21:00:00,14.4,19.8,18.0
2021-08-14 21:10:00,13.7,20.0,17.7
2021-08-14 21:20:00,13.6,19.8,17.3
2021-08-14 21:30:00,14.5,19.8,17.1
2021-08-14 21:40:00,14.0,19.5,16.8
2021-08-14 21:50:00,13.4,19.3,16.6
2021-08-14 22:00:00,12.9,19.5,16.5
2021-08-14 22:10:00,12.7,19.3,16.4
2021-08-14 22:20:00,12.6,19.1,16.3
2021-08-14 22:30:00,12.8,19.0,16.1
2021-08-14 22:40:00,12.6,19.0,15.9
2021-08-14 22:50:00,12.4,19.0,15.7
2021-08-14 23:00:00,12.2,19.0,15.7
2021-08-14 23:10:00,12.0,18.8,15.6
2021-08-14 23:20:00,12.3,18.8,15.4
2021-08-14 23:30:00,12.3,18.8,15.3
2021-08-14 23:40:00,12.6,18.8,15.2
2021-08-14 23:50:00,12.8,18.7,14.9
2021-08-15 00:00:00,13.2,18.6,14.9
2021-08-15 00:10:00,13.3,18.4,14.6
2021-08-15 00:20:00,13.6,18.4,14.5
2021-08-15 00:30:00,13.7,18.4,14.7
2021-08-15 00:40:00,14.0,18.2,14.5
2021-08-15 00:50:00,14.1,18.2,14.4
2021-08-15 01:00:00,14.4,18.0,14.2
2021-08-15 01:10:00,14.5,17.9,14.3
2021-08-15 01:20:00,14.6,17.8,14.2
2021-08-15 01:30:00,14.6,18.0,14.1
2021-08-15 01:40:00,14.5,18.1,14.2
2021-08-15 01:50:00,14.5,18.2,14.0
2021-08-15 02:00:00,14.7,17.8,13.8
2021-08-15 02:10:00,14.6,17.7,13.7
2021-08-15 02:20:00,14.6,17.8,13.6
2021-08-15 02:30:00,14.5,17.7,13.5
2021-08-15 02:40:00,14.4,17.8,13.4
2021-08-15 02:50:00,14.4,17.8,13.3
2021-08-15 03:00:00,14.6,17.8,13.0
2021-08-15 03:10:00,14.8,17.9,13.0
2021-08-15 03:20:00,14.9,17.5,12.9
2021-08-15 03:30:00,14.7,17.4,12.8
2021-08-15 03:40:00,14.7,17.4,13.0
2021-08-15 03:50:00,14.7,17.3,12.6
2021-08-15 04:00:00,14.8,17.3,12.5
2021-08-15 04:10:00,15.0,17.4,12.5
2021-08-15 04:20:00,15.1,17.3,12.4
2021-08-15 04:30:00,15.3,17.3,12.3
2021-08-15 04:40:00,15.3,17.5,12.5
2021-08-15 04:50:00,15.3,17.5,12.6
2021-08-15 05:00:00,15.4,17.7,12.7
2021-08-15 05:10:00,15.4,18.1,13.0
2021-08-15 05:20:00,15.6,18.2,13.5
2021-08-15 05:30:00,15.7,18.5,14.5
2021-08-15 05:40:00,15.8,19.0,16.3
2021-08-15 05:50:00,15.8,19.7,16.6
2021-08-15 06:00:00,16.0,19.8,16.5
2021-08-15 06:10:00,16.5,20.4,18.2
2021-08-15 06:20:00,16.5,20.5,18.7
2021-08-15 06:30:00,16.6,20.9,19.6
2021-08-15 06:40:00,17.4,21.7,20.5
2021-08-15 06:50:00,17.9,22.1,20.9
2021-08-15 07:00:00,17.8,22.6,21.0
2021-08-15 07:10:00,17.9,23.0,21.9
2021-08-15 07:20:00,18.0,24.0,22.0
2021-08-15 07:30:00,19.0,24.5,22.1
2021-08-15 07:40:00,19.3,24.6,22.2
2021-08-15 07:50:00,19.7,24.9,22.6
2021-08-15 08:00:00,19.9,24.7,22.9
2021-08-15 08:10:00,20.1,25.1,22.8
2021-08-15 08:20:00,20.8,25.4,22.9
2021-08-15 08:30:00,20.9,25.5,23.3
2021-08-15 08:40:00,21.0,26.3,23.4
2021-08-15 08:50:00,21.2,26.7,24.0
2021-08-15 09:00:00,21.3,27.0,24.0
2021-08-15 09:10:00,22.3,27.1,24.4
2021-08-15 09:20:00,20.9,27.2,24.5
2021-08-15 09:30:00,21.2,27.7,24.7
2021-08-15 09:40:00,21.4,28.0,25.0
2021-08-15 09:50:00,21.4,27.9,25.2
2021-08-15 10:00:00,21.5,28.3,25.5
2021-08-15 10:10:00,22.4,28.8,25.1
2021-08-15 10:20:00,22.6,29.1,26.0
2021-08-15 10:30:00,22.1,28.8,26.5
2021-08-15 10:40:00,22.8,29.5,26.7
2021-08-15 10:50:00,22.5,29.2,26.1
2021-08-15 11:00:00,23.4,29.6,27.7
2021-08-15 11:10:00,22.9,29.6,27.2
2021-08-15 11:20:00,24.2,29.5,26.9
2021-08-15 11:30:00,23.9,29.7,28.0
2021-08-15 11:40:00,25.3,29.9,27.6
2021-08-15 11:50:00,24.7,30.1,27.4
2021-08-15 12:00:00,24.2,29.7,27.8
2021-08-15 12:10:00,24.9,30.5,28.2
2021-08-15 12:20:00,23.8,30.4,27.5
2021-08-15 12:30:00,24.2,29.9,28.0
2021-08-15 12:40:00,24.4,29.9,28.0
2021-08-15 12:50:00,24.4,30.5,28.3
2021-08-15 13:00:00,24.3,30.3,28.0
2021-08-15 13:10:00,24.7,30.1,28.6
2021-08-15 13:20:00,24.8,30.3,28.3
2021-08-15 13:30:00,24.9,30.1,28.7
2021-08-15 13:40:00,25.2,30.6,29.1
2021-08-15 13:50:00,25.2,30.5,29.1
2021-08-15 14:00:00,24.9,30.6,29.1
2021-08-15 14:10:00,24.9,30.0,29.2
2021-08-15 14:20:00,25.4,30.4,29.6
2021-08-15 14:30:00,24.5,30.0,28.8
2021-08-15 14:40:00,24.4,29.9,29.1
2021-08-15 14:50:00,24.3,29.8,28.4
2021-08-15 15:00:00,24.1,29.1,28.4
2021-08-15 15:10:00,24.2,28.8,28.5
2021-08-15 15:20:00,24.4,28.6,28.4
2021-08-15 15:30:00,24.1,28.4,27.6
2021-08-15 15:40:00,24.4,28.0,27.7
2021-08-15 15:50:00,23.9,27.6,27.3
2021-08-15 16:00:00,23.9,27.1,27.5
2021-08-15 16:10:00,23.7,26.5,28.1
2021-08-15 16:20:00,24.1,25.9,28.3
2021-08-15 16:30:00,23.7,25.5,28.0
2021-08-15 16:40:00,23.6,25.3,27.6
2021-08-15 16:50:00,23.5,24.9,26.8
2021-08-15 17:00:00,23.7,24.9,26.4
2021-08-15 17:10:00,23.1,21.1,26.0
2021-08-15 17:20:00,23.1,17.7,25.6
2021-08-15 17:30:00,23.0,17.6,25.1
2021-08-15 17:40:00,23.6,17.6,24.5
2021-08-15 17:50:00,23.4,18.1,24.1
2021-08-15 18:00:00,23.0,18.0,23.7
2021-08-15 18:10:00,22.6,18.2,23.0
2021-08-15 18:20:00,22.1,18.4,22.6
2021-08-15 18:30:00,21.9,18.2,21.7
2021-08-15 18:40:00,21.7,18.1,21.3
2021-08-15 18:50:00,21.5,18.0,21.0
2021-08-15 19:00:00,21.3,18.0,20.5
2021-08-15 19:10:00,20.9,17.9,19.9
2021-08-15 19:20:00,20.6,17.8,19.5
2021-08-15 19:30:00,19.8,17.8,19.2
2021-08-15 19:40:00,19.7,17.4,19.0
2021-08-15 19:50:00,20.1,17.3,18.9
2021-08-15 20:00:00,19.9,17.2,18.6
2021-08-15 20:10:00,20.2,17.4,18.3
2021-08-15 20:20:00,20.0,17.2,18.2
2021-08-15 20:30:00,19.8,17.1,18.1
2021-08-15 20:40:00,19.8,17.0,17.9
2021-08-15 20:50:00,19.7,16.8,17.8
2021-08-15 21:00:00,19.4,17.1,17.8
2021-08-15 21:10:00,19.4,17.3,17.6
2021-08-15 21:20:00,19.3,17.3,17.3
2021-08-15 21:30:00,19.0,17.5,17.1
2021-08-15 21:40:00,18.6,17.3,17.1
2021-08-15 21:50:00,18.7,17.3,17.0
2021-08-15 22:00:00,17.9,17.3,16.8
2021-08-15 22:10:00,17.4,17.3,16.8
2021-08-15 22:20:00,17.2,17.2,16.7
2021-08-15 22:30:00,17.0,17.0,16.7
2021-08-15 22:40:00,16.7,17.0,16.5
2021-08-15 22:50:00,16.5,16.9,16.5
2021-08-15 23:00:00,16.4,17.0,16.6
2021-08-15 23:10:00,16.2,17.1,16.8
2021-08-15 23:20:00,16.1,16.9,16.9
2021-08-15 23:30:00,15.6,16.9,17.0
2021-08-15 23:40:00,15.5,16.7,17.6
2021-08-15 23:50:00,15.3,16.7,17.9
2021-08-16 00:00:00,15.3,16.6,18.4
2021-08-16 00:10:00,15.1,16.5,19.1
2021-08-16 00:20:00,14.8,16.4,19.0
2021-08-16 00:30:00,15.1,16.4,19.2
2021-08-16 00:40:00,15.0,16.4,19.3
2021-08-16 00:50:00,15.3,16.3,19.6
2021-08-16 01:00:00,15.2,16.3,19.7
2021-08-16 01:10:00,15.0,16.2,19.9
2021-08-16 01:20:00,14.9,16.1,20.3
2021-08-16 01:30:00,14.8,16.1,20.1
2021-08-16 01:40:00,15.5,16.1,19.5
2021-08-16 01:50:00,15.8,16.0,19.4
2021-08-16 02:00:00,15.9,16.0,19.4
2021-08-16 02:10:00,15.9,15.8,19.4
2021-08-16 02:20:00,16.0,15.9,19.4
2021-08-16 02:30:00,16.2,16.0,18.9
2021-08-16 02:40:00,16.3,16.2,18.8
2021-08-16 02:50:00,16.3,16.2,18.9
2021-08-16 03:00:00,16.3,16.3,18.6
2021-08-16 03:10:00,16.3,16.2,18.8
2021-08-16 03:20:00,16.2,16.3,18.8
2021-08-16 03:30:00,16.2,16.5,18.6
2021-08-16 03:40:00,16.2,16.7,18.7
2021-08-16 03:50:00,16.1,16.8,18.9
2021-08-16 04:00:00,16.0,16.8,19.5
2021-08-16 04:10:00,15.9,16.8,19.2
2021-08-16 04:20:00,16.0,16.9,19.2
2021-08-16 04:30:00,16.1,17.0,18.9
2021-08-16 04:40:00,16.0,16.9,19.2
2021-08-16 04:50:00,16.1,17.0,18.9
2021-08-16 05:00:00,16.1,17.1,18.5
2021-08-16 05:10:00,16.1,17.1,18.2
2021-08-16 05:20:00,16.2,17.2,18.2
2021-08-16 05:30:00,16.3,17.3,18.4
2021-08-16 05:40:00,16.4,17.4,18.3
2021-08-16 05:50:00,16.4,17.5,18.6
2021-08-16 06:00:00,16.5,17.6,18.5
2021-08-16 06:10:00,16.5,17.6,18.6
2021-08-16 06:20:00,16.5,17.6,18.6
2021-08-16 06:30:00,16.6,17.7,18.6
2021-08-16 06:40:00,16.6,17.8,18.5
2021-08-16 06:50:00,16.8,18.0,18.8
2021-08-16 07:00:00,16.9,18.4,18.3
2021-08-16 07:10:00,17.0,18.6,18.4
2021-08-16 07:20:00,16.9,18.9,18.9
2021-08-16 07:30:00,16.9,19.6,19.4
2021-08-16 07:40:00,16.3,19.5,18.6
2021-08-16 07:50:00,16.1,20.7,18.6
2021-08-16 08:00:00,16.1,21.3,18.5
2021-08-16 08:10:00,16.1,21.5,18.4
2021-08-16 08:20:00,16.1,22.4,18.5
2021-08-16 08:30:00,16.0,22.6,18.4
2021-08-16 08:40:00,15.6,22.5,18.8
2021-08-16 08:50:00,15.0,22.5,18.8
2021-08-16 09:00:00,15.5,22.4,18.8
2021-08-16 09:10:00,15.3,22.5,18.8
2021-08-16 09:20:00,15.1,23.0,18.9
2021-08-16 09:30:00,15.1,23.6,19.0
2021-08-16 09:40:00,15.0,24.5,19.0
2021-08-16 09:50:00,14.9,24.8,19.0
2021-08-16 10:00:00,14.9,23.9,19.0
2021-08-16 10:10:00,15.0,24.4,19.4
2021-08-16 10:20:00,15.3,24.0,19.5
2021-08-16 10:30:00,15.4,23.1,19.5
2021-08-16 10:40:00,16.3,21.6,19.9
2021-08-16 10:50:00,16.5,20.0,20.2
2021-08-16 11:00:00,16.3,19.6,20.9
2021-08-16 11:10:00,16.4,19.4,21.2
2021-08-16 11:20:00,16.0,19.3,21.0
2021-08-16 11:30:00,15.0,19.9,20.3
2021-08-16 11:40:00,14.7,20.1,20.5
2021-08-16 11:50:00,14.3,20.8,21.8
2021-08-16 12:00:00,14.8,21.2,22.0
2021-08-16 12:10:00,15.2,22.0,21.8
2021-08-16 12:20:00,15.3,22.3,22.2
2021-08-16 12:30:00,15.3,23.3,23.4
2021-08-16 12:40:00,15.2,22.3,23.6
2021-08-16 12:50:00,15.4,22.3,22.9
2021-08-16 13:00:00,15.3,22.5,22.4
2021-08-16 13:10:00,15.4,22.4,22.1
2021-08-16 13:20:00,15.6,22.2,22.4
2021-08-16 13:30:00,15.3,21.7,22.3
2021-08-16 13:40:00,14.8,21.7,22.7
2021-08-16 13:50:00,14.8,21.9,22.1
2021-08-16 14:00:00,14.8,21.8,21.7
2021-08-16 14:10:00,14.9,21.7,21.3
2021-08-16 14:20:00,15.3,21.4,21.4
2021-08-16 14:30:00,15.8,20.5,21.1
2021-08-16 14:40:00,17.0,19.5,20.8
2021-08-16 14:50:00,16.2,19.3,20.7
2021-08-16 15:00:00,15.2,18.6,20.9
2021-08-16 15:10:00,16.1,18.1,21.0
2021-08-16 15:20:00,16.8,17.9,20.9
2021-08-16 15:30:00,16.6,17.8,20.2
2021-08-16 15:40:00,15.0,17.8,20.1
2021-08-16 15:50:00,13.8,18.0,20.0
2021-08-16 16:00:00,13.8,18.0,17.4
2021-08-16 16:10:00,14.7,17.8,15.6
2021-08-16 16:20:00,15.2,17.7,15.5
2021-08-16 16:30:00,15.5,17.6,15.0
2021-08-16 16:40:00,15.3,17.5,14.7
2021-08-16 16:50:00,15.2,17.5,14.7
2021-08-16 17:00:00,15.1,17.6,14.5
2021-08-16 17:10:00,14.4,17.6,14.4
2021-08-16 17:20:00,15.0,17.6,14.4
2021-08-16 17:30:00,14.4,17.5,14.5
2021-08-16 17:40:00,14.8,17.5,14.2
2021-08-16 17:50:00,15.1,17.5,14.2
2021-08-16 18:00:00,14.7,17.4,14.1
2021-08-16 18:10:00,14.6,17.3,14.2
2021-08-16 18:20:00,14.6,17.6,14.2
2021-08-16 18:30:00,14.7,17.5,14.2
2021-08-16 18:40:00,14.5,17.6,14.2
2021-08-16 18:50:00,14.1,17.5,14.3
2021-08-16 19:00:00,13.0,17.4,14.0
2021-08-16 19:10:00,12.5,17.4,13.6
2021-08-16 19:20:00,12.3,17.4,13.2
2021-08-16 19:30:00,12.0,17.2,12.8
2021-08-16 19:40:00,12.3,17.3,12.7
2021-08-16 19:50:00,12.2,17.3,12.6
2021-08-16 20:00:00,12.3,17.3,12.4
2021-08-16 20:10:00,12.5,17.3,12.5
2021-08-16 20:20:00,12.6,17.1,12.4
2021-08-16 20:30:00,12.7,16.9,12.3
2021-08-16 20:40:00,12.8,16.7,12.2
2021-08-16 20:50:00,12.8,16.5,12.2
2021-08-16 21:00:00,12.9,16.2,12.2
2021-08-16 21:10:00,13.0,16.1,12.2
2021-08-16 21:20:00,13.1,16.0,12.3
2021-08-16 21:30:00,13.1,16.3,12.3
2021-08-16 21:40:00,13.0,16.5,12.2
2021-08-16 21:50:00,12.9,16.4,11.7
2021-08-16 22:00:00,12.9,16.3,11.5
2021-08-16 22:10:00,13.1,16.2,11.3
2021-08-16 22:20:00,13.3,16.1,11.1
2021-08-16 22:30:00,13.5,16.0,11.0
2021-08-16 22:40:00,13.6,15.8,11.1
2021-08-16 22:50:00,13.6,15.7,11.5
2021-08-16 23:00:00,13.8,15.9,11.7
2021-08-16 23:10:00,13.7,15.9,11.5
2021-08-16 23:20:00,13.5,15.8,11.5
2021-08-16 23:30:00,13.6,15.4,11.0
2021-08-16 23:40:00,13.5,15.0,11.0
2021-08-16 23:50:00,13.7,14.8,10.8
2021-08-17 00:00:00,13.6,14.7,10.9
2021-08-17 00:10:00,13.7,14.5,10.8
2021-08-17 00:20:00,13.6,13.8,10.3
2021-08-17 00:30:00,13.5,13.4,10.2
2021-08-17 00:40:00,13.4,13.3,9.7
2021-08-17 00:50:00,13.3,13.1,9.4
2021-08-17 01:00:00,13.2,13.1,9.1
2021-08-17 01:10:00,13.1,13.0,9.1
2021-08-17 01:20:00,13.0,13.0,8.9
2021-08-17 01:30:00,12.9,12.7,9.1
2021-08-17 01:40:00,12.9,12.6,9.4
2021-08-17 01:50:00,12.7,12.7,9.4
2021-08-17 02:00:00,12.6,12.6,9.5
2021-08-17 02:10:00,12.7,12.4,9.6
2021-08-17 02:20:00,12.8,12.3,9.7
2021-08-17 02:30:00,12.7,12.3,10.0
2021-08-17 02:40:00,12.7,12.3,10.4
2021-08-17 02:50:00,12.8,12.3,10.4
2021-08-17 03:00:00,12.7,12.4,10.5
2021-08-17 03:10:00,12.7,12.4,10.6
2021-08-17 03:20:00,12.6,12.4,10.6
2021-08-17 03:30:00,12.6,12.3,10.5
2021-08-17 03:40:00,12.7,12.2,10.2
2021-08-17 03:50:00,12.6,12.3,10.3
2021-08-17 04:00:00,12.3,12.2,10.2
2021-08-17 04:10:00,12.3,11.9,10.2
2021-08-17 04:20:00,12.2,11.5,10.1
2021-08-17 04:30:00,12.2,11.3,9.8
2021-08-17 04:40:00,12.4,11.1,10.3
2021-08-17 04:50:00,12.8,10.9,10.1
2021-08-17 05:00:00,12.8,11.0,10.1
2021-08-17 05:10:00,12.9,11.1,10.2
2021-08-17 05:20:00,12.9,11.0,10.3
2021-08-17 05:30:00,13.0,11.2,10.8
2021-08-17 05:40:00,13.0,11.5,11.1
2021-08-17 05:50:00,13.1,11.6,11.8
2021-08-17 06:00:00,13.2,11.9,11.9
2021-08-17 06:10:00,13.2,12.1,12.2
2021-08-17 06:20:00,13.4,12.3,12.5
2021-08-17 06:30:00,13.5,12.5,12.8
2021-08-17 06:40:00,13.8,12.5,12.9
2021-08-17 06:50:00,13.9,12.7,13.5
2021-08-17 07:00:00,14.1,12.4,13.5
2021-08-17 07:10:00,14.6,12.5,13.3
2021-08-17 07:20:00,14.7,12.8,13.0
2021-08-17 07:30:00,15.4,13.1,13.8
2021-08-17 07:40:00,15.6,14.0,14.3
2021-08-17 07:50:00,15.8,13.5,14.0
2021-08-17 08:00:00,16.0,14.3,14.0
2021-08-17 08:10:00,15.8,13.9,14.9
2021-08-17 08:20:00,16.0,13.7,15.5
2021-08-17 08:30:00,16.2,14.9,15.9
2021-08-17 08:40:00,15.8,15.6,16.5
2021-08-17 08:50:00,16.1,14.9,16.3
2021-08-17 09:00:00,15.7,15.5,16.2
2021-08-17 09:10:00,15.7,16.4,15.9
2021-08-17 09:20:00,15.8,16.5,15.7
2021-08-17 09:30:00,16.0,16.7,16.0
2021-08-17 09:40:00,16.1,16.4,16.4
2021-08-17 09:50:00,16.1,17.3,16.2
2021-08-17 10:00:00,16.1,16.2,16.9
2021-08-17 10:10:00,16.2,16.0,17.4
2021-08-17 10:20:00,16.6,18.1,17.9
2021-08-17 10:30:00,16.6,16.7,17.3
2021-08-17 10:40:00,16.5,16.6,16.8
2021-08-17 10:50:00,16.6,17.0,17.3
2021-08-17 11:00:00,16.9,18.3,18.4
2021-08-17 11:10:00,17.1,17.5,17.4
2021-08-17 11:20:00,17.1,17.1,17.8
2021-08-17 11:30:00,17.4,18.1,18.1
2021-08-17 11:40:00,17.4,16.8,17.9
2021-08-17 11:50:00,16.7,18.2,17.7
2021-08-17 12:00:00,15.6,18.2,17.6
2021-08-17 12:10:00,15.8,17.1,17.4
2021-08-17 12:20:00,15.8,17.0,18.1
2021-08-17 12:30:00,15.7,18.3,17.9
2021-08-17 12:40:00,14.6,17.7,18.1
2021-08-17 12:50:00,14.8,17.2,17.9
2021-08-17 13:00:00,15.5,17.9,17.5
2021-08-17 13:10:00,15.7,17.2,17.4
2021-08-17 13:20:00,15.7,17.3,17.4
2021-08-17 13:30:00,15.7,18.2,17.1
2021-08-17 13:40:00,15.7,18.5,17.0
2021-08-17 13:50:00,15.7,18.0,17.1
2021-08-17 14:00:00,15.7,18.2,17.3
2021-08-17 14:10:00,15.7,17.9,17.3
2021-08-17 14:20:00,15.7,17.1,17.3
2021-08-17 14:30:00,15.8,16.6,17.1
2021-08-17 14:40:00,15.7,16.6,17.0
2021-08-17 14:50:00,15.6,17.6,17.0
2021-08-17 15:00:00,16.1,17.4,16.8
2021-08-17 15:10:00,16.2,17.4,17.0
2021-08-17 15:20:00,15.8,17.5,16.9
2021-08-17 15:30:00,15.8,16.9,16.6
2021-08-17 15:40:00,16.2,17.2,16.5
2021-08-17 15:50:00,16.7,16.5,16.6
2021-08-17 16:00:00,16.6,16.2,16.5
2021-08-17 16:10:00,17.0,16.0,16.5
2021-08-17 16:20:00,17.2,16.0,16.3
2021-08-17 16:30:00,17.7,16.1,16.2
2021-08-17 16:40:00,17.0,15.7,16.1
2021-08-17 16:50:00,17.2,15.4,15.8
2021-08-17 17:00:00,17.1,15.3,15.6
2021-08-17 17:10:00,16.6,15.5,14.8
2021-08-17 17:20:00,16.6,15.1,14.3
2021-08-17 17:30:00,16.7,14.8,14.0
2021-08-17 17:40:00,16.5,14.5,13.7
2021-08-17 17:50:00,16.2,14.4,13.5
2021-08-17 18:00:00,15.8,14.3,13.3
2021-08-17 18:10:00,15.4,14.0,13.2
2021-08-17 18:20:00,15.2,13.9,13.2
2021-08-17 18:30:00,15.0,13.7,13.1
2021-08-17 18:40:00,14.8,13.6,13.1
2021-08-17 18:50:00,14.7,13.4,13.0
2021-08-17 19:00:00,14.6,13.3,12.9
2021-08-17 19:10:00,14.7,13.3,12.9
2021-08-17 19:20:00,14.7,13.1,12.9
2021-08-17 19:30:00,14.7,13.0,12.9
2021-08-17 19:40:00,14.8,12.9,12.8
2021-08-17 19:50:00,14.7,12.9,12.8
2021-08-17 20:00:00,14.7,13.0,12.8
2021-08-17 20:10:00,14.6,13.1,12.8
2021-08-17 20:20:00,14.6,13.0,12.8
2021-08-17 20:30:00,14.6,12.9,12.8
2021-08-17 20:40:00,14.5,13.0,12.9
2021-08-17 20:50:00,14.5,13.1,12.9
2021-08-17 21:00:00,14.4,13.0,12.9
2021-08-17 21:10:00,14.4,12.9,12.9
2021-08-17 21:20:00,14.3,13.0,12.9
2021-08-17 21:30:00,14.3,12.9,12.9
2021-08-17 21:40:00,14.2,13.0,13.0
2021-08-17 21:50:00,14.1,13.0,13.0
2021-08-17 22:00:00,14.0,12.9,12.9
2021-08-17 22:10:00,13.9,13.0,12.9
2021-08-17 22:20:00,13.8,13.0,12.9
2021-08-17 22:30:00,13.6,12.9,13.0
2021-08-17 22:40:00,13.5,12.8,13.0
2021-08-17 22:50:00,13.5,12.9,13.0
2021-08-17 23:00:00,13.5,12.9,13.0
2021-08-17 23:10:00,13.3,12.8,13.0
2021-08-17 23:20:00,13.3,12.4,13.1
2021-08-17 23:30:00,13.3,12.4,13.1
2021-08-17 23:40:00,13.3,12.4,13.1
2021-08-17 23:50:00,13.2,12.4,13.2
2021-08-18 00:00:00,13.3,12.3,13.2
